Indicator_Type,Data,Note
domain,983444263.businesslegalfederal.com,FlowerStorm phishing domain
domain,993904967.my.id,FlowerStorm phishing domain
domain,998177839.lawyerinvoicehub.com,FlowerStorm phishing domain
domain,www.1022627789.businesslawyeroutlook.com,FlowerStorm phishing domain
domain,www.1064557304.brandlawdocs.com,FlowerStorm phishing domain
domain,www.1066591224.invoicingconstructionlaw.com,FlowerStorm phishing domain
domain,www.1069083060.site,FlowerStorm phishing domain
domain,www.1182480952.appinvoices.com,FlowerStorm phishing domain
domain,www.1203147076.businesslegalfederal.com,FlowerStorm phishing domain
domain,www.1261808697x.constructionfederal.com,FlowerStorm phishing domain
domain,www.1265342062.lawyerinvoicehub.com,FlowerStorm phishing domain
domain,www.1270872185.lawfinancelabel.com,FlowerStorm phishing domain
domain,www.1325438698.constructionlawus.com,FlowerStorm phishing domain
domain,www.1330394848.site,FlowerStorm phishing domain
domain,www.1381488073.constructionfederal.com,FlowerStorm phishing domain
domain,www.1486057043.brandlawdocs.com,FlowerStorm phishing domain
domain,www.1518292281.lawyerinvoicehub.com,FlowerStorm phishing domain
domain,www.1548899511.brandlawdocs.com,FlowerStorm phishing domain
domain,www.1595475048.database-server.com,FlowerStorm phishing domain
domain,www.1616117488.site,FlowerStorm phishing domain
domain,www.1625878295.businesslawfederal.com,FlowerStorm phishing domain
domain,www.1724225570.constructionlawus.com,FlowerStorm phishing domain
domain,www.1780937851.brandlawdocs.com,FlowerStorm phishing domain
domain,www.1883931553.database-server.com,FlowerStorm phishing domain
domain,www.1893892123.businesslegalfederal.com,FlowerStorm phishing domain
domain,www.1894943869.lawfinancelabel.com,FlowerStorm phishing domain
domain,www.1901534293.federaldocapp.com,FlowerStorm phishing domain
domain,www.1938129520.appinvoices.com,FlowerStorm phishing domain
domain,www.1960373846.constructionregs.com,FlowerStorm phishing domain
domain,www.2011567526.invoicingconstructionlaw.com,FlowerStorm phishing domain
domain,www.2105343190.constructionregs.com,FlowerStorm phishing domain
domain,www.2105343190x.constructionregs.com,FlowerStorm phishing domain
domain,www.2107731728.site,FlowerStorm phishing domain
domain,www.2108259094.site,FlowerStorm phishing domain
domain,www.2125053267.site,FlowerStorm phishing domain
domain,www.2136074160.businesslawfederal.com,FlowerStorm phishing domain
domain,www.5005296674.invocelaw.com,FlowerStorm phishing domain
domain,www.5005296674.invoicingconstructionlaw.com,FlowerStorm phishing domain
domain,www.5005296674.site,FlowerStorm phishing domain
